Time,Open,High,Low,Last,Change,Volume
1/30/2020,9360.05,9558.68,9191.38,9551.07,191.03,42927
1/29/2020,9048.56,9426.85,9040.2,9360.04,311.49,42429
1/28/2020,8945.92,9183.22,8879.15,9048.55,102.62,41542
1/27/2020,8501.06,8988.1,8262.33,8945.93,444.87,34766
1/24/2020,8385.9,8511.71,8226.83,8501.06,115.16,27501
1/23/2020,8640.84,8666.63,8284.44,8385.9,-254.95,35698
1/22/2020,8725.8,8790.6,8588.84,8640.85,-84.95,17472
1/21/2020,8674.44,8774.55,8490.92,8725.8,51.12,23586
1/20/2020,8906.81,9177.97,8516.1,8674.68,-232.09,24422
1/17/2020,8682.47,8999.27,8668.08,8906.77,224.35,46995
1/16/2020,8820.93,8860.95,8590.93,8682.42,-138.51,31202
1/15/2020,8733.29,8886.47,8563.78,8820.93,86.94,48930
1/14/2020,8133.67,8844.65,8120.39,8733.99,600.32,122070
1/13/2020,8049.33,8285.84,7965.97,8133.67,84.34,19632
1/10/2020,7789.09,8130.06,7677.25,8049.33,260.47,40942
1/9/2020,8003.06,8106.84,7758.72,7788.86,-214.2,32882
1/8/2020,8018.5,8453.81,7868.62,8003.06,-15.76,67841
1/7/2020,7580.6,8191.42,7580.6,8018.82,438.22,66833
1/6/2020,7278.01,7606.28,7258.21,7580.6,302.47,28655
1/3/2020,6974.4,7403.53,6873.41,7278.13,303.73,41442
1/2/2020,7232.83,7232.83,6931.12,6974.4,-256.55,25125
1/1/2020,7169.3,7242.97,7162.46,7230.95,61.65,12036
Downloaded from Barchart.com as of 09-16-2020 07:02pm CDT,,,,,,
